,learning_rate,batch_size,neurons_per_layers,activation_functions,score
1018,0.01,32,"[16, 8, 4]","('tanh', 'relu', 'sigmoid')",tensor(0.2254)
1019,0.01,32,"[16, 8, 4]","('tanh', 'relu', 'tanh')",tensor(0.2117)
1020,0.01,32,"[16, 8, 4]","('tanh', 'sigmoid', 'relu')",tensor(0.2179)
1021,0.01,32,"[16, 8, 4]","('tanh', 'sigmoid', 'sigmoid')",tensor(0.2529)
1022,0.01,32,"[16, 8, 4]","('tanh', 'sigmoid', 'tanh')",tensor(0.2149)
1023,0.01,32,"[16, 8, 4]","('tanh', 'tanh', 'relu')",tensor(0.2270)
1024,0.01,32,"[16, 8, 4]","('tanh', 'tanh', 'sigmoid')",tensor(0.2139)
1025,0.01,32,"[16, 8, 4]","('tanh', 'tanh', 'tanh')",tensor(0.2456)
1026,0.01,64,"[16, 8, 4]","('relu', 'relu', 'relu')",tensor(0.2316)
1027,0.01,64,"[16, 8, 4]","('relu', 'relu', 'sigmoid')",tensor(0.2092)
1028,0.01,64,"[16, 8, 4]","('relu', 'relu', 'tanh')",tensor(0.2092)
1029,0.01,64,"[16, 8, 4]","('relu', 'sigmoid', 'relu')",tensor(0.2382)
1030,0.01,64,"[16, 8, 4]","('relu', 'sigmoid', 'sigmoid')",tensor(0.2246)
1031,0.01,64,"[16, 8, 4]","('relu', 'sigmoid', 'tanh')",tensor(0.1954)
1032,0.01,64,"[16, 8, 4]","('relu', 'tanh', 'relu')",tensor(0.2263)
1033,0.01,64,"[16, 8, 4]","('relu', 'tanh', 'sigmoid')",tensor(0.2373)
1034,0.01,64,"[16, 8, 4]","('relu', 'tanh', 'tanh')",tensor(0.2401)
1035,0.01,64,"[16, 8, 4]","('sigmoid', 'relu', 'relu')",tensor(0.2544)
1036,0.01,64,"[16, 8, 4]","('sigmoid', 'relu', 'sigmoid')",tensor(0.2213)
1037,0.01,64,"[16, 8, 4]","('sigmoid', 'relu', 'tanh')",tensor(0.2376)
1038,0.01,64,"[16, 8, 4]","('sigmoid', 'sigmoid', 'relu')",tensor(0.2142)
1039,0.01,64,"[16, 8, 4]","('sigmoid', 'sigmoid', 'sigmoid')",tensor(0.2746)
1040,0.01,64,"[16, 8, 4]","('sigmoid', 'sigmoid', 'tanh')",tensor(0.2441)
1041,0.01,64,"[16, 8, 4]","('sigmoid', 'tanh', 'relu')",tensor(0.2345)
1042,0.01,64,"[16, 8, 4]","('sigmoid', 'tanh', 'sigmoid')",tensor(0.2132)
1043,0.01,64,"[16, 8, 4]","('sigmoid', 'tanh', 'tanh')",tensor(0.2238)
1044,0.01,64,"[16, 8, 4]","('tanh', 'relu', 'relu')",tensor(0.2510)
1045,0.01,64,"[16, 8, 4]","('tanh', 'relu', 'sigmoid')",tensor(0.2017)
1046,0.01,64,"[16, 8, 4]","('tanh', 'relu', 'tanh')",tensor(0.2069)
1047,0.01,64,"[16, 8, 4]","('tanh', 'sigmoid', 'relu')",tensor(0.2174)
1048,0.01,64,"[16, 8, 4]","('tanh', 'sigmoid', 'sigmoid')",tensor(0.2098)
1049,0.01,64,"[16, 8, 4]","('tanh', 'sigmoid', 'tanh')",tensor(0.2482)
1050,0.01,64,"[16, 8, 4]","('tanh', 'tanh', 'relu')",tensor(0.2360)
1051,0.01,64,"[16, 8, 4]","('tanh', 'tanh', 'sigmoid')",tensor(0.2260)
1052,0.01,64,"[16, 8, 4]","('tanh', 'tanh', 'tanh')",tensor(0.2383)
